Mass,Position,Velocity,Acceleration
25735.0,"[-5863.509597524609, 3971.543529641234, 0.0]","[-6.32998259928028, -1.7323884007307986, 0.0]","[0.0065850523330161365, -0.0044670142566158805, 0.0]"
25735.0,"[-5869.8395801238885, 3969.811141240503, 0.0]","[-6.323402355445328, -1.7368453900887115, 0.0]","[0.006580243834951813, -0.00445698935791286, 0.0]"
25735.0,"[-5876.162982479334, 3968.0742958504143, 0.0]","[-6.316826912076878, -1.741292384439566, 0.0]","[0.006575443368450596, -0.004446994350854421, 0.0]"
25735.0,"[-5882.4798093914105, 3966.333003465975, 0.0]","[-6.310256261150202, -1.7457294135516104, 0.0]","[0.006570650926676146, -0.004437029112044304, 0.0]"
25735.0,"[-5888.790065652561, 3964.5872740524233, 0.0]","[-6.303690394647483, -1.750156507070322, 0.0]","[0.006565866502718703, -0.004427093518711585, 0.0]"
25735.0,"[-5895.093756047208, 3962.837117545353, 0.0]","[-6.297129304557887, -1.754573694519029, 0.0]","[0.006561090089596117, -0.0044171874487069045, 0.0]"
25735.0,"[-5901.390885351766, 3961.082543850834, 0.0]","[-6.290572982877633, -1.7589810052995276, 0.0]","[0.00655632168025495, -0.004407310780498737, 0.0]"
25735.0,"[-5907.681458334644, 3959.3235628455345, 0.0]","[-6.284021421610061, -1.7633784686926972, 0.0]","[0.006551561267571517, -0.004397463393169684, 0.0]"
25735.0,"[-5913.965479756254, 3957.560184376842, 0.0]","[-6.277474612765708, -1.76776611385911, 0.0]","[0.006546808844352929, -0.00438764516641278, 0.0]"
25735.0,"[-5920.2429543690205, 3955.7924182629827, 0.0]","[-6.27093254836237, -1.772143969839638, 0.0]","[0.00654206440333813, -0.00437785598052784, 0.0]"
25735.0,"[-5926.5138869173825, 3954.020274293143, 0.0]","[-6.264395220425171, -1.7765120655560558, 0.0]","[0.006537327937198901, -0.004368095716417819, 0.0]"
25735.0,"[-5932.778282137808, 3952.243762227587, 0.0]","[-6.25786262098663, -1.780870429811641, 0.0]","[0.006532599438540891, -0.004358364255585208, 0.0]"
25735.0,"[-5939.036144758795, 3950.4628917977752, 0.0]","[-6.251334742086725, -1.7852190912917694, 0.0]","[0.006527878899904598, -0.004348661480128445, 0.0]"
25735.0,"[-5945.287479500881, 3948.6776727064835, 0.0]","[-6.244811575772959, -1.7895580785645078, 0.0]","[0.006523166313766355, -0.004338987272738357, 0.0]"
25735.0,"[-5951.5322910766545, 3946.888114627919, 0.0]","[-6.23829311410042, -1.7938874200812025, 0.0]","[0.006518461672539314, -0.004329341516694623, 0.0]"
25735.0,"[-5957.770584190755, 3945.094227207838, 0.0]","[-6.231779349131846, -1.7982071441770648, 0.0]","[0.006513764968574403, -0.004319724095862259, 0.0]"
25735.0,"[-5964.002363539887, 3943.2960200636608, 0.0]","[-6.225270272937684, -1.802517279071753, 0.0]","[0.006509076194161286, -0.004310134894688138, 0.0]"
25735.0,"[-5970.227633812824, 3941.493502784589, 0.0]","[-6.218765877596155, -1.8068178528699506, 0.0]","[0.006504395341529291, -0.004300573798197515, 0.0]"
25735.0,"[-5976.446399690421, 3939.686684931719, 0.0]","[-6.212266155193307, -1.811108893561941, 0.0]","[0.006499722402848356, -0.004291040691990596, 0.0]"
25735.0,"[-5982.6586658456135, 3937.875576038157, 0.0]","[-6.205771097823077, -1.8153904290241802, 0.0]","[0.006495057370229963, -0.004281535462239123, 0.0]"
25735.0,"[-5988.864436943437, 3936.0601856091325, 0.0]","[-6.199280697587349, -1.8196624870198632, 0.0]","[0.006490400235728011, -0.0042720579956829685, 0.0]"
25735.0,"[-5995.063717641025, 3934.240523122113, 0.0]","[-6.192794946596009, -1.82392509519949, 0.0]","[0.006485750991339754, -0.004262608179626773, 0.0]"
25735.0,"[-6001.256512587621, 3932.416598026913, 0.0]","[-6.1863138369670025, -1.8281782811014267, 0.0]","[0.006481109629006673, -0.0042531859019365945, 0.0]"
25735.0,"[-6007.442826424588, 3930.5884197458117, 0.0]","[-6.1798373608263875, -1.8324220721524633, 0.0]","[0.006476476140615366, -0.004243791051036588, 0.0]"
25735.0,"[-6013.622663785414, 3928.7559976736593, 0.0]","[-6.173365510308389, -1.836656495668369, 0.0]","[0.006471850517998419, -0.004234423515905705, 0.0]"
25735.0,"[-6019.796029295722, 3926.919341177991, 0.0]","[-6.166898277555454, -1.8408815788544435, 0.0]","[0.00646723275293526, -0.004225083186074398, 0.0]"
25735.0,"[-6025.962927573278, 3925.0784595991367, 0.0]","[-6.160435654718301, -1.845097348806065, 0.0]","[0.006462622837153017, -0.004215769951621381, 0.0]"
25735.0,"[-6032.123363227996, 3923.2333622503306, 0.0]","[-6.153977633955973, -1.8493038325092352, 0.0]","[0.00645802076232737, -0.004206483703170387, 0.0]"
25735.0,"[-6038.277340861952, 3921.3840584178215, 0.0]","[-6.14752420743589, -1.853501056841122, 0.0]","[0.006453426520083361, -0.00419722433188695, 0.0]"
25735.0,"[-6044.424865069388, 3919.5305573609803, 0.0]","[-6.141075367333893, -1.8576890485705972, 0.0]","[0.006448840101996237, -0.004187991729475219, 0.0]"
25735.0,"[-6050.565940436722, 3917.6728683124097, 0.0]","[-6.134631105834301, -1.861867834358772, 0.0]","[0.006444261499592267, -0.0041787857881747876, 0.0]"
25735.0,"[-6056.700571542556, 3915.811000478051, 0.0]","[-6.128191415129952, -1.8660374407595295, 0.0]","[0.006439690704349534, -0.004169606400757542, 0.0]"
25735.0,"[-6062.828762957685, 3913.9449630372915, 0.0]","[-6.1217562874222535, -1.8701978942200541, 0.0]","[0.006435127707698732, -0.004160453460524532, 0.0]"
25735.0,"[-6068.950519245108, 3912.0747651430715, 0.0]","[-6.115325714921229, -1.874349221081357, 0.0]","[0.006430572501023976, -0.004151326861302873, 0.0]"
25735.0,"[-6075.065844960029, 3910.20041592199, 0.0]","[-6.108899689845566, -1.8784914475787997, 0.0]","[0.006426025075663543, -0.004142226497442645, 0.0]"
25735.0,"[-6081.174744649874, 3908.3219244744114, 0.0]","[-6.102478204422655, -1.8826245998426137, 0.0]","[0.006421485422910682, -0.004133152263813842, 0.0]"
25735.0,"[-6087.277222854296, 3906.439299874569, 0.0]","[-6.096061250888641, -1.886748703898417, 0.0]","[0.00641695353401435, -0.004124104055803323, 0.0]"
25735.0,"[-6093.373284105185, 3904.5525511706705, 0.0]","[-6.089648821488461, -1.8908637856677288, 0.0]","[0.00641242940017997, -0.004115081769311785, 0.0]"
25735.0,"[-6099.462932926674, 3902.661687385003, 0.0]","[-6.083240908475891, -1.8949698709684797, 0.0]","[0.006407913012570187, -0.004106085300750766, 0.0]"
25735.0,"[-6105.54617383515, 3900.7667175140346, 0.0]","[-6.076837504113585, -1.8990669855155193, 0.0]","[0.006403404362305585, -0.0040971145470396495, 0.0]"
25735.0,"[-6111.623011339263, 3898.867650528519, 0.0]","[-6.0704386006731195, -1.903155154921122, 0.0]","[0.006398903440465427, -0.004088169405602713, 0.0]"
25735.0,"[-6117.693449939936, 3896.964495373598, 0.0]","[-6.064044190435031, -1.9072344046954883, 0.0]","[0.006394410238088384, -0.004079249774366184, 0.0]"
25735.0,"[-6123.757494130371, 3895.0572609689025, 0.0]","[-6.057654265688858, -1.9113047602472437, 0.0]","[0.006389924746173222, -0.004070355551755309, 0.0]"
25735.0,"[-6129.81514839606, 3893.145956208655, 0.0]","[-6.0512688187331785, -1.9153662468839352, 0.0]","[0.006385446955679526, -0.004061486636691449, 0.0]"
25735.0,"[-6135.866417214793, 3891.2305899617713, 0.0]","[-6.04488784187565, -1.9194188898125244, 0.0]","[0.006380976857528393, -0.004052642928589204, 0.0]"
25735.0,"[-6141.911305056668, 3889.3111710719586, 0.0]","[-6.0385113274330475, -1.923462714139878, 0.0]","[0.006376514442603107, -0.004043824327353538, 0.0]"
25735.0,"[-6147.949816384102, 3887.3877083578186, 0.0]","[-6.0321392677312975, -1.9274977448732549, 0.0]","[0.006372059701749837, -0.004035030733376935, 0.0]"
25735.0,"[-6153.981955651833, 3885.4602106129455, 0.0]","[-6.025771655105519, -1.9315240069207915, 0.0]","[0.006367612625778297, -0.00402626204753657, 0.0]"
25735.0,"[-6160.007727306939, 3883.5286866060246, 0.0]","[-6.019408481900056, -1.935541525091983, 0.0]","[0.00636317320546242, -0.004017518171191511, 0.0]"
25735.0,"[-6166.02713578884, 3881.5931450809326, 0.0]","[-6.0130497404685155, -1.9395503240981629, 0.0]","[0.006358741431541005, -0.004008799006179912, 0.0]"
25735.0,"[-6172.0401855293085, 3879.6535947568345, 0.0]","[-6.006695423173797, -1.9435504285529792, 0.0]","[0.006354317294718381, -0.004000104454816249, 0.0]"
25735.0,"[-6178.046880952482, 3877.7100443282816, 0.0]","[-6.000345522388132, -1.9475418629728678, 0.0]","[0.006349900785665032, -0.003991434419888573, 0.0]"
25735.0,"[-6184.04722647487, 3875.762502465309, 0.0]","[-5.994000030493114, -1.9515246517775235, 0.0]","[0.006345491895018253, -0.0039827888046557675, 0.0]"
25735.0,"[-6190.041226505363, 3873.8109778135313, 0.0]","[-5.987658939879731, -1.9554988192903684, 0.0]","[0.006341090613382759, -0.003974167512844827, 0.0]"
25735.0,"[-6196.028885445243, 3871.855478994241, 0.0]","[-5.9813222429484, -1.9594643897390165, 0.0]","[0.0063366969313313265, -0.003965570448648177, 0.0]"
25735.0,"[-6202.010207688191, 3869.896014604502, 0.0]","[-5.974989932108994, -1.9634213872557376, 0.0]","[0.0063323108394053845, -0.003956997516720969, 0.0]"
25735.0,"[-6207.9851976203, 3867.932593217246, 0.0]","[-5.9686619997808785, -1.967369835877916, 0.0]","[0.0063279323281156446, -0.003948448622178439, 0.0]"
25735.0,"[-6213.953859620081, 3865.965223381368, 0.0]","[-5.962338438392936, -1.9713097595485092, 0.0]","[0.006323561387942682, -0.0039399236705932456, 0.0]"
25735.0,"[-6219.916198058474, 3863.9939136218195, 0.0]","[-5.956019240383599, -1.9752411821165021, 0.0]","[0.006319198009337544, -0.003931422567992851, 0.0]"
25735.0,"[-6225.872217298857, 3862.018672439703, 0.0]","[-5.949704398200876, -1.979164127337359, 0.0]","[0.006314842182722327, -0.003922945220856909, 0.0]"
25735.0,"[-6231.821921697058, 3860.039508312366, 0.0]","[-5.943393904302385, -1.9830786188734737, 0.0]","[0.006310493898490772, -0.003914491536114672, 0.0]"
25735.0,"[-6237.76531560136, 3858.056429693492, 0.0]","[-5.937087751155376, -1.986984680294616, 0.0]","[0.006306153147008807, -0.0039060614211424024, 0.0]"
25735.0,"[-6243.702403352516, 3856.0694450131978, 0.0]","[-5.930785931236761, -1.9908823350783769, 0.0]","[0.006301819918615158, -0.0038976547837608396, 0.0]"
25735.0,"[-6249.6331892837525, 3854.0785626781194, 0.0]","[-5.924488437033139, -1.9947716066106096, 0.0]","[0.006297494203621866, -0.0038892715322326283, 0.0]"
25735.0,"[-6255.557677720785, 3852.0837910715086, 0.0]","[-5.9181952610408235, -1.9986525181858694, 0.0]","[0.006293175992314877, -0.003880911575259814, 0.0]"
25735.0,"[-6261.475872981826, 3850.085138553323, 0.0]","[-5.911906395765869, -2.0025250930078506, 0.0]","[0.006288865274954569, -0.003872574821981322, 0.0]"
25735.0,"[-6267.387779377592, 3848.082613460315, 0.0]","[-5.905621833724092, -2.006389354189821, 0.0]","[0.006284562041776294, -0.003864261181970463, 0.0]"
25735.0,"[-6273.2934012113155, 3846.076224106125, 0.0]","[-5.899341567441102, -2.0102453247550534, 0.0]","[0.006280266282990932, -0.003855970565232471, 0.0]"
25735.0,"[-6279.192742778757, 3844.06597878137, 0.0]","[-5.893065589452316, -2.0140930276372555, 0.0]","[0.006275977988785401, -0.0038477028822020286, 0.0]"
25735.0,"[-6285.085808368209, 3842.051885753733, 0.0]","[-5.886793892302993, -2.0179324856809964, 0.0]","[0.006271697149323183, -0.0038394580437408226, 0.0]"
25735.0,"[-6290.972602260512, 3840.0339532680523, 0.0]","[-5.880526468548249, -2.0217637216421314, 0.0]","[0.006267423754744861, -0.0038312359611351325, 0.0]"
25735.0,"[-6296.85312872906, 3838.0121895464104, 0.0]","[-5.87426331075308, -2.0255867581882248, 0.0]","[0.006263157795168602, -0.0038230365460933946, 0.0]"
25735.0,"[-6302.727392039813, 3835.986602788222, 0.0]","[-5.8680044114923895, -2.0294016178989684, 0.0]","[0.006258899260690686, -0.0038148597107438235, 0.0]"
25735.0,"[-6308.5953964513055, 3833.957201170323, 0.0]","[-5.861749763351003, -2.0332083232666003, 0.0]","[0.006254648141385997, -0.0038067053676320265, 0.0]"
25735.0,"[-6314.457146214657, 3831.9239928470565, 0.0]","[-5.855499358923695, -2.037006896696319, 0.0]","[0.00625040442730851, -0.003798573429718627, 0.0]"
25735.0,"[-6320.312645573581, 3829.88698595036, 0.0]","[-5.849253190815204, -2.0407973605066956, 0.0]","[0.0062461681084918, -0.0037904638103769366, 0.0]"
25735.0,"[-6326.161898764396, 3827.8461885898537, 0.0]","[-5.843011251640254, -2.044579736930086, 0.0]","[0.0062419391749494995, -0.0037823764233905982, 0.0]"
25735.0,"[-6332.004910016036, 3825.8016088529234, 0.0]","[-5.836773534023578, -2.0483540481130373, 0.0]","[0.006237717616675799, -0.0037743111829512815, 0.0]"
25735.0,"[-6337.841683550059, 3823.7532548048102, 0.0]","[-5.830540030599932, -2.0521203161166937, 0.0]","[0.006233503423645904, -0.003766268003656368, 0.0]"
25735.0,"[-6343.672223580659, 3821.7011344886937, 0.0]","[-5.824310734014116, -2.0558785629172003, 0.0]","[0.006229296585816515, -0.003758246800506671, 0.0]"
25735.0,"[-6349.496534314673, 3819.6452559257764, 0.0]","[-5.81808563692099, -2.0596288104061045, 0.0]","[0.006225097093126268, -0.0037502474889041515, 0.0]"
25735.0,"[-6355.314619951594, 3817.5856271153702, 0.0]","[-5.8118647319854935, -2.063371080390754, 0.0]","[0.006220904935496217, -0.0037422699846496685, 0.0]"
25735.0,"[-6361.126484683579, 3815.5222560349794, 0.0]","[-5.805648011882663, -2.067105394594695, 0.0]","[0.006216720102830265, -0.0037343142039407253, 0.0]"
25735.0,"[-6366.932132695462, 3813.4551506403845, 0.0]","[-5.799435469297648, -2.070831774658064, 0.0]","[0.006212542585015619, -0.0037263800633692418, 0.0]"
25735.0,"[-6372.73156816476, 3811.3843188657265, 0.0]","[-5.793227096925724, -2.0745502421379833, 0.0]","[0.006208372371923219, -0.003718467479919335, 0.0]"
25735.0,"[-6378.5247952616855, 3809.3097686235888, 0.0]","[-5.787022887472316, -2.0782608185089484, 0.0]","[0.006204209453408191, -0.003710576370965126, 0.0]"
25735.0,"[-6384.311818149158, 3807.2315078050797, 0.0]","[-5.780822833653006, -2.081963525163217, 0.0]","[0.006200053819310271, -0.003702706654268546, 0.0]"
25735.0,"[-6390.092640982811, 3805.1495442799164, 0.0]","[-5.774626928193552, -2.085658383411194, 0.0]","[0.0061959054594542175, -0.0036948582479771524, 0.0]"
25735.0,"[-6395.867267911004, 3803.0638858965053, 0.0]","[-5.768435163829902, -2.0893454144818158, 0.0]","[0.006191764363650252, -0.0036870310706219947, 0.0]"
25735.0,"[-6401.635703074834, 3800.9745404820237, 0.0]","[-5.762247533308208, -2.0930246395229313, 0.0]","[0.006187630521694462, -0.003679225041115444, 0.0]"
25735.0,"[-6407.397950608142, 3798.881515842501, 0.0]","[-5.756064029384839, -2.0966960796016805, 0.0]","[0.006183503923369211, -0.003671440078749071, 0.0]"
25735.0,"[-6413.154014637527, 3796.784819762899, 0.0]","[-5.749884644826396, -2.100359755704872, 0.0]","[0.00617938455844355, -0.0036636761031915294, 0.0]"
25735.0,"[-6418.903899282353, 3794.684460007194, 0.0]","[-5.743709372409722, -2.1040156887393584, 0.0]","[0.006175272416673624, -0.0036559330344864503, 0.0]"
25735.0,"[-6424.647608654763, 3792.5804443184547, 0.0]","[-5.737538204921918, -2.1076638995324086, 0.0]","[0.006171167487803055, -0.003648210793050346, 0.0]"
25735.0,"[-6430.385146859685, 3790.4727804189224, 0.0]","[-5.731371135160355, -2.1113044088320794, 0.0]","[0.006167069761563342, -0.0036405092996705415, 0.0]"
25735.0,"[-6436.116517994846, 3788.3614760100904, 0.0]","[-5.725208155932681, -2.1149372373075823, 0.0]","[0.006162979227674248, -0.0036328284755030985, 0.0]"
25735.0,"[-6441.841726150778, 3786.246538772783, 0.0]","[-5.7190492600568374, -2.1185624055496532, 0.0]","[0.006158895875844185, -0.003625168242070774, 0.0]"
25735.0,"[-6447.560775410835, 3784.1279763672333, 0.0]","[-5.712894440361067, -2.1221799340709144, 0.0]","[0.006154819695770586, -0.0036175285212609798, 0.0]"
25735.0,"[-6453.273669851196, 3782.0057964331622, 0.0]","[-5.706743689683927, -2.1257898433062383, 0.0]","[0.006150750677140287, -0.0036099092353237537, 0.0]"
25735.0,"[-6458.98041354088, 3779.880006589856, 0.0]","[-5.700597000874297, -2.129392153613108, 0.0]","[0.006146688809629897, -0.0036023103068697528, 0.0]"
25735.0,"[-6464.681010541754, 3777.750614436243, 0.0]","[-5.694454366791391, -2.1329868852719764, 0.0]","[0.006142634082906145, -0.0035947316588682463, 0.0]"
25735.0,"[-6470.375464908546, 3775.6176275509706, 0.0]","[-5.688315780304765, -2.1365740584866217, 0.0]","[0.0061385864866262685, -0.0035871732146451393, 0.0]"
25735.0,"[-6476.063780688851, 3773.481053492484, 0.0]","[-5.682181234294327, -2.140153693384503, 0.0]","[0.006134546010438359, -0.0035796348978809935, 0.0]"
25735.0,"[-6481.745961923145, 3771.3408997990996, 0.0]","[-5.676050721650345, -2.143725810017112, 0.0]","[0.006130512643981698, -0.003572116632609062, 0.0]"
25735.0,"[-6487.422012644795, 3769.1971739890823, 0.0]","[-5.669924235273458, -2.1472904283603254, 0.0]","[0.00612648637688714, -0.0035646183432133487, 0.0]"
25735.0,"[-6493.091936880069, 3767.049883560722, 0.0]","[-5.66380176807468, -2.150847568314752, 0.0]","[0.006122467198777425, -0.003557139954426667, 0.0]"
25735.0,"[-6498.755738648143, 3764.899035992407, 0.0]","[-5.657683312975412, -2.1543972497060806, 0.0]","[0.006118455099267535, -0.003549681391328715, 0.0]"
25735.0,"[-6504.413421961119, 3762.7446387427008, 0.0]","[-5.651568862907447, -2.1579394922854247, 0.0]","[0.006114450067965028, -0.0035422425793441652, 0.0]"
25735.0,"[-6510.064990824027, 3760.586699250415, 0.0]","[-5.645458410812976, -2.1614743157296656, 0.0]","[0.006110452094470369, -0.0035348234442407643, 0.0]"
25735.0,"[-6515.71044923484, 3758.4252249346855, 0.0]","[-5.639351949644599, -2.165001739641793, 0.0]","[0.00610646116837726, -0.0035274239121274495, 0.0]"
25735.0,"[-6521.349801184484, 3756.2602231950436, 0.0]","[-5.633249472365326, -2.1685217835512454, 0.0]","[0.0061024772792729635, -0.0035200439094524656, 0.0]"
25735.0,"[-6526.98305065685, 3754.0917014114925, 0.0]","[-5.627150971948587, -2.172034466914247, 0.0]","[0.0060985004167386225, -0.003512683363001506, 0.0]"
25735.0,"[-6532.610201628798, 3751.9196669445782, 0.0]","[-5.621056441378237, -2.175539809114143, 0.0]","[0.006094530570349579, -0.003505342199895857, 0.0]"
25735.0,"[-6538.231258070176, 3749.744127135464, 0.0]","[-5.614965873648561, -2.1790378294617336, 0.0]","[0.006090567729675688, -0.003498020347590561, 0.0]"
25735.0,"[-6543.846223943825, 3747.5650893060024, 0.0]","[-5.6088792617642795, -2.182528547195606, 0.0]","[0.006086611884281623, -0.0034907177338725855, 0.0]"
25735.0,"[-6549.455103205589, 3745.382560758807, 0.0]","[-5.602796598740552, -2.1860119814824652, 0.0]","[0.00608266302372719, -0.0034834342868590067, 0.0]"
25735.0,"[-6555.057899804329, 3743.1965487773246, 0.0]","[-5.596717877602984, -2.1894881514174602, 0.0]","[0.006078721137567613, -0.003476169934995202, 0.0]"
25735.0,"[-6560.654617681932, 3741.007060625907, 0.0]","[-5.59064309138763, -2.192957076024513, 0.0]","[0.006074786215353858, -0.0034689246070530575, 0.0]"
25735.0,"[-6566.245260773319, 3738.8141035498825, 0.0]","[-5.584572233140997, -2.1964187742566423, 0.0]","[0.006070858246632904, -0.003461698232129186, 0.0]"
25735.0,"[-6571.829833006461, 3736.617684775626, 0.0]","[-5.578505295920049, -2.1998732649962855, 0.0]","[0.006066937220948051, -0.0034544907396431524, 0.0]"
25735.0,"[-6577.408338302381, 3734.4178115106297, 0.0]","[-5.57244227279221, -2.2033205670556213, 0.0]","[0.006063023127839189, -0.003447302059335709, 0.0]"
25735.0,"[-6582.980780575173, 3732.214490943574, 0.0]","[-5.566383156835367, -2.2067606991768884, 0.0]","[0.006059115956843112, -0.003440132121267058, 0.0]"
25735.0,"[-6588.547163732009, 3730.0077302443974, 0.0]","[-5.560327941137873, -2.2101936800327033, 0.0]","[0.006055215697493765, -0.003432980855815096, 0.0]"
25735.0,"[-6594.107491673147, 3727.7975365643647, 0.0]","[-5.554276618798551, -2.213619528226377, 0.0]","[0.006051322339322553, -0.0034258481936737055, 0.0]"
25735.0,"[-6599.661768291945, 3725.5839170361382, 0.0]","[-5.5482291829266925, -2.217038262292228, 0.0]","[0.006047435871858591, -0.0034187340658510183, 0.0]"
25735.0,"[-6605.209997474872, 3723.366878773846, 0.0]","[-5.5421856266420635, -2.2204499006958955, 0.0]","[0.006043556284628989, -0.003411638403667723, 0.0]"
25735.0,"[-6610.752183101514, 3721.1464288731504, 0.0]","[-5.536145943074905, -2.2238544618346507, 0.0]","[0.006039683567159115, -0.003404561138755364, 0.0]"
25735.0,"[-6616.288329044589, 3718.922574411316, 0.0]","[-5.5301101253659315, -2.2272519640377055, 0.0]","[0.00603581770897286, -0.0033975022030546544, 0.0]"
25735.0,"[-6621.818439169955, 3716.695322447278, 0.0]","[-5.524078166666339, -2.2306424255665194, 0.0]","[0.0060319586995929006, -0.0033904615288138057, 0.0]"
25735.0,"[-6627.342517336621, 3714.4646800217115, 0.0]","[-5.5180500601377975, -2.234025864615106, 0.0]","[0.00602810652854095, -0.003383439048586859, 0.0]"
25735.0,"[-6632.8605673967595, 3712.2306541570965, 0.0]","[-5.512025798952459, -2.237402299310338, 0.0]","[0.0060242611853380335, -0.0033764346952320423, 0.0]"
